ginger,https://en.wikipedia.org/wiki/Ginger,,Zingiber officinale
gooseberry,https://en.wikipedia.org/wiki/Gooseberry,,Ribes uva-crispa
grapefruit,https://en.wikipedia.org/wiki/Grapefruit,,Citrus paradisi
grapes,https://en.wikipedia.org/wiki/Grape,,Vitis spp.
guava,https://en.wikipedia.org/wiki/Guava,,Psidium spp.
habanero,https://en.wikipedia.org/wiki/Habanero,,Capsicum chinense
hibiscus,https://en.wikipedia.org/wiki/Hibiscus,,Hibiscus
horseradish,https://en.wikipedia.org/wiki/Horseradish,,Armoracia rusticana
jasmine,https://en.wikipedia.org/wiki/Jasmine,,Jasminum officinale
Jerusalem artichoke,https://en.wikipedia.org/wiki/Jerusalem_artichoke,,Helianthus tuberosus
jicama,https://en.wikipedia.org/wiki/Jicama,,Pachyrhizus erosus
juniper berry,https://en.wikipedia.org/wiki/Juniper_berry,,Juniperus communis
kaffir lime,https://en.wikipedia.org/wiki/Kaffir_lime,,Citrus x hystrix
kale,https://en.wikipedia.org/wiki/Kale,,Brassica oleracea (acephala)
kava,https://en.wikipedia.org/wiki/Kava,,Piper methysticum
kohlrabi,https://en.wikipedia.org/wiki/Kohlrabi,,Brassica oleracea (gongylodes)
lavender,https://en.wikipedia.org/wiki/Lavender,,Lavandula spp.
leek,https://en.wikipedia.org/wiki/Leeks,,Allium ampeloprasum var. porrum
lemon,https://en.wikipedia.org/wiki/Lemon,,Citrus limon
lemon balm,https://en.wikipedia.org/wiki/Lemon_balm,,Melissa officinalis
lemon myrtle,https://en.wikipedia.org/wiki/Backhousia_citriodora,,Backhousia citriodora
lemon verbena,https://en.wikipedia.org/wiki/Aloysia_citrodora,,Aloysia citrodora
lemongrass,https://en.wikipedia.org/wiki/Lemongrass,,Cymbopogon spp.
lentils,https://en.wikipedia.org/wiki/Lentil,,Lens culinaris
lettuce,https://en.wikipedia.org/wiki/Lettuce,,Lactuca sativa
licorice,https://en.wikipedia.org/wiki/Licorice,,Glycyrrhiza glabra
lillipilli,https://en.wikipedia.org/wiki/Syzygium_luehmannii,,Syzygium luehmannii
lima bean,https://en.wikipedia.org/wiki/Phaseolus_lunatus,,Phaseolus lunatus
lime,https://en.wikipedia.org/wiki/Lime_%28fruit%29,,Citrus spp.
lovage,https://en.wikipedia.org/wiki/Lovage,,Levisticum officinale
luffa,https://en.wikipedia.org/wiki/Luffa,,Luffa cylindrica
lupin bean,https://en.wikipedia.org/wiki/Lupin_bean,,Lupinus luteus
macadamia,https://en.wikipedia.org/wiki/Macadamia,,Macadamia
Malabar spinach,https://en.wikipedia.org/wiki/Basella_alba,,Basella alba
mandarin,https://en.wikipedia.org/wiki/Mandarin_orange,,Citrus reticulata
mango,https://en.wikipedia.org/wiki/Mango,,Mangifera spp.
maracuja,https://en.wikipedia.org/wiki/Maracuja,,Passiflora edulis
marjoram,https://en.wikipedia.org/wiki/Marjoram,,Origanum majorana
marshmallow,https://en.wikipedia.org/wiki/Althaea_officinalis,,Althaea officinalis
medlar,https://en.wikipedia.org/wiki/Mespilus_germanica,,Mespilus germanica
melon,https://en.wikipedia.org/wiki/Melon,,Cucumis melo
miner's lettuce,https://en.wikipedia.org/wiki/Claytonia_perfoliata,,Claytonia perfoliata
mint,https://en.wikipedia.org/wiki/Mentha_spicata,,Mentha spicata
mung bean,https://en.wikipedia.org/wiki/Mung_bean,,Vigna radiata
mustard,https://en.wikipedia.org/wiki/Mustard_plant,,Brassica juncea
nasturtium,https://en.wikipedia.org/wiki/Tropaeolum,,Tropaeloum spp.
New Zealand spinach,https://en.wikipedia.org/wiki/Tetragonia,,Tetragonia tetragonioides
nigella,https://en.wikipedia.org/wiki/Nigella_sativa,,Nigella sativa
oats,https://en.wikipedia.org/wiki/Oats,,Avena sativa
okra,https://en.wikipedia.org/wiki/Okra,,Abelmoschus esculentus
olive,https://en.wikipedia.org/wiki/Olive,,Olea europaea
onion,https://en.wikipedia.org/wiki/Onions,,Allium cepa
orange,https://en.wikipedia.org/wiki/Orange_%28fruit%29,,Citrus sinensis
oregano,https://en.wikipedia.org/wiki/Oregano,,Origanum vulgare
parsley,https://en.wikipedia.org/wiki/Parsley,,Petroselinum hortense
parsnip,https://en.wikipedia.org/wiki/Parsnip,,Pastinaca sativa
passion fruit,https://en.wikipedia.org/wiki/Passionfruit,,Passiflora edulis
pea,https://en.wikipedia.org/wiki/Pea,,Pisum sativum
peach,https://en.wikipedia.org/wiki/Peach,,Prunus persica
peach,https://en.wikipedia.org/wiki/Peach,,Prunus persica
peanut,https://en.wikipedia.org/wiki/Peanut,,Arachis hypogaea
pear,https://en.wikipedia.org/wiki/Pear,,Pyrus spp.
pearl millet,https://en.wikipedia.org/wiki/Pearl_millet,,Pennisetum glaucum
pecan,https://en.wikipedia.org/wiki/Pecan,,Carya illinoinensis
peppermint,https://en.wikipedia.org/wiki/Peppermint,,Mentha x piperita
Persian lime,https://en.wikipedia.org/wiki/Persian_lime,,Citrus latifolia
persimmon,https://en.wikipedia.org/wiki/Persimmon,,Diospyros spp.
pigeon pea,https://en.wikipedia.org/wiki/Pigeon_pea,,Cajanus cajan
pigface,https://en.wikipedia.org/wiki/Carpobrotus_glaucescens,,Carpobrotus glaucescens
pineapple,https://en.wikipedia.org/wiki/Pineapple,,Ananas comosus
pistachio,https://en.wikipedia.org/wiki/Pistachio,,Pistacia vera
plantain,https://en.wikipedia.org/wiki/Plantain,,Musa spp.
plum,https://en.wikipedia.org/wiki/Plum,,Prunus spp.
pomegranate,https://en.wikipedia.org/wiki/Pomegranate,,Punica granatum
pomelo,https://en.wikipedia.org/wiki/Pomelo,,Citrus maxima
potato,https://en.wikipedia.org/wiki/Potatoes,,Solanum tuberosum
prickly pear,https://en.wikipedia.org/wiki/Opuntia,,Opuntia
pumpkin,https://en.wikipedia.org/wiki/Pumpkin,,Cucurbita spp.
purslane,https://en.wikipedia.org/wiki/Portulaca_oleracea,,Portulaca oleracea
quandong,https://en.wikipedia.org/wiki/Santalum_acuminatum,,Santalum acuminatum
quince,https://en.wikipedia.org/wiki/Quince,,Cydonia oblonga
quinoa,https://en.wikipedia.org/wiki/Quinoa,,Chenopodium quinoa
radicchio,https://en.wikipedia.org/wiki/Radicchio,,Cichorium intybus
radish,https://en.wikipedia.org/wiki/Radish,,Raphanus sativus
rapeseed,https://en.wikipedia.org/wiki/Rapeseed,,Brassica napus
raspberry,https://en.wikipedia.org/wiki/Rubus_idaeus,,Rubus idaeus
rhubarb,https://en.wikipedia.org/wiki/Rhubarb,,Rheum rhabarbarum
rice,https://en.wikipedia.org/wiki/Rice,,Oryza sativa
rice bean,https://en.wikipedia.org/wiki/Ricebean,,Vigna umbellata
rose,https://en.wikipedia.org/wiki/Rose,,Rosa
roselle,https://en.wikipedia.org/wiki/Roselle_%28plant%29,,Hibiscus sabdariffa
rosemary,https://en.wikipedia.org/wiki/Rosemary,,Rosmarinus officinalis
rue,https://en.wikipedia.org/wiki/Common_Rue,,Ruta graveolens
runner bean,https://en.wikipedia.org/wiki/Runner_bean,,Phaseolus coccineus
rutabaga,https://en.wikipedia.org/wiki/Rutabaga,,Brassica napus Napobrassica group
rye,https://en.wikipedia.org/wiki/Rye,,Secale cereale
safflower,https://en.wikipedia.org/wiki/Safflower,,Carthamus tinctorius
saffron,https://en.wikipedia.org/wiki/Saffron,,Crocus sativus
sage,https://en.wikipedia.org/wiki/Salvia_officinalis,,Salvia officinalis
salad burnet,https://en.wikipedia.org/wiki/Salad_burnet,,Sanguisorba minor
salsify,https://en.wikipedia.org/wiki/Salsify,,Tragopogon porrifolius
samphire,https://en.wikipedia.org/wiki/Rock_samphire,,Crithmum maritimum
sassafras,https://en.wikipedia.org/wiki/Sassafras_albidum,,Sassafras albidum
sesame,https://en.wikipedia.org/wiki/Sesame,,Sesamum indicum
shallot,https://en.wikipedia.org/wiki/Shallot,,Allium cepa var. aggregatum
sorghum,https://en.wikipedia.org/wiki/Sorghum,,Sorghum spp.
sorrel,https://en.wikipedia.org/wiki/Sorrel,,Rumex acetosa
soursop,https://en.wikipedia.org/wiki/Soursop,,Annona muricata
soybean,https://en.wikipedia.org/wiki/Soybean,,Glycine max
spearmint,https://en.wikipedia.org/wiki/Mentha_spicata,,Mentha spicata
spinach,https://en.wikipedia.org/wiki/Spinach,,Spinacia oleracea
star anise,https://en.wikipedia.org/wiki/Star_anise,,Illicium verum
starfruit,https://en.wikipedia.org/wiki/Starfruit,,Averrhoa carambola
stevia,https://en.wikipedia.org/wiki/Stevia,,Stevia rebaudiana
strawberry,https://en.wikipedia.org/wiki/Strawberry,,Fragaria ananassa
summer savory,https://en.wikipedia.org/wiki/Summer_savory,,Satureja hortensis
sunflowers,https://en.wikipedia.org/wiki/Sunflower,,Helianthus annuus
sweet potato,https://en.wikipedia.org/wiki/Sweet_potato,,Ipomoea batatas
Swiss chard,https://en.wikipedia.org/wiki/Swiss_chard,,Beta vulgaris var. cicla
tamarillo,https://en.wikipedia.org/wiki/Tamarillo,,Solanum betaceum
tamarind,https://en.wikipedia.org/wiki/Tamarind,,Tamarindus indica
tangerine,https://en.wikipedia.org/wiki/Tangerine,,Citrus tangerina
tansy,https://en.wikipedia.org/wiki/Tansy,,Tanacetum vulgare
taro,https://en.wikipedia.org/wiki/Taro,,Colocasia esculenta
tarragon,https://en.wikipedia.org/wiki/Tarragon,,Artemisia dracunculus
thyme,https://en.wikipedia.org/wiki/Thyme,,Thymus mongolicus
tomatillo,https://en.wikipedia.org/wiki/Tomatillo,,Physalis philadelphica
tomato,https://en.wikipedia.org/wiki/Tomato,,Solanum lycopersicum
turmeric,https://en.wikipedia.org/wiki/Turmeric,,Curcuma longa
turnip,https://en.wikipedia.org/wiki/Turnip,,Brassica rapa var. rapa
urad bean,https://en.wikipedia.org/wiki/Urad_(bean),,Vigna mungo
valerian,https://en.wikipedia.org/wiki/Valerian_%28plant%29,,Valeriana officinalis
vanilla,https://en.wikipedia.org/wiki/Vanilla,,Vanilla planifolia
walnut,https://en.wikipedia.org/wiki/Walnut,,Juglans spp.
wasabi,https://en.wikipedia.org/wiki/Wasabi,,Wasabia japonica
watermelon,https://en.wikipedia.org/wiki/Watermelon,,Citrullus lanatus
wheat,https://en.wikipedia.org/wiki/Wheat,,Triticum spp.
winter savory,https://en.wikipedia.org/wiki/Winter_savory,,Satureja montana
wormwood,https://en.wikipedia.org/wiki/Artemisia_absinthium,,Artemisia absinthium
yam,https://en.wikipedia.org/wiki/Yam_(vegetable),,Dioscorea spp.
yardlong bean,https://en.wikipedia.org/wiki/Yardlong_bean,,Vigna unguiculata (sesquipedalis)
yarrow,https://en.wikipedia.org/wiki/Achillea_millefolium,,Achillea millefolium
zucchini,https://en.wikipedia.org/wiki/Zucchini,,Cucurbita pepo.
coffee,https://en.wikipedia.org/wiki/Coffee,,Coffea
tea,https://en.wikipedia.org/wiki/Tea,,Camellia sinensis
