Buckwheat,Fagopyrum esculentum,https://en.wikipedia.org/wiki/Buckwheat
Cabbage,Brassica oleracea,https://en.wikipedia.org/wiki/Cabbage
Cape gooseberry,Physalis peruviana,https://en.wikipedia.org/wiki/Physalis_peruviana
Caper,Capparis spinosa,https://en.wikipedia.org/wiki/Caper
Cardoon,Cynara cardunculus,https://en.wikipedia.org/wiki/Cardoon
Carrot,Daucus carota,https://en.wikipedia.org/wiki/Carrot
Cassava,Manihot esculenta,https://en.wikipedia.org/wiki/Cassava
Catnip,Nepeta cataria,https://en.wikipedia.org/wiki/Nepeta_cataria
Cauliflower,Brassica oleracea,https://en.wikipedia.org/wiki/Cauliflower
Cayenne pepper,Capsicum annuum,https://en.wikipedia.org/wiki/Cayenne_pepper
Celeriac,Apium graveolens var. rapaceum,https://en.wikipedia.org/wiki/Celeriac
Celery,Apium graveolens,https://en.wikipedia.org/wiki/Celery
Chamomile,Matricaria chamomila,https://en.wikipedia.org/wiki/Matricaria_recutita
Chaya,Cnidoscolus aconitifolius,https://en.wikipedia.org/wiki/Cnidoscolus_aconitifolius
Chayote,Sechium edule,https://en.wikipedia.org/wiki/Chayote
Cherry,Prunus avium,https://en.wikipedia.org/wiki/Cherry
Chervil,Anthriscus cerefolium,https://en.wikipedia.org/wiki/Chervil
Chestnut,Castanea spp.,https://en.wikipedia.org/wiki/Chestnut
Chickpeas,Cicer arietinum,https://en.wikipedia.org/wiki/Chickpea
Chickweed,Stellaria,https://en.wikipedia.org/wiki/Stellaria
Chicory,Cichorium intybus,https://en.wikipedia.org/wiki/Chicory
Chinese cabbage,Brassica rapa (pekinensis),https://en.wikipedia.org/wiki/Chinese_cabbage
Chives,Allium schoenoprasum,https://en.wikipedia.org/wiki/Chives
Cicely,Myrrhis odorata,https://en.wikipedia.org/wiki/Cicely
Citron,Citrus medica,https://en.wikipedia.org/wiki/Citron
Coconut,Cocos nucifera,https://en.wikipedia.org/wiki/Coconut
Collard greens,Brassica oleracea (acephala),https://en.wikipedia.org/wiki/Collard_greens
Comfrey,Symphytum officinale,https://en.wikipedia.org/wiki/Comfrey
Coriander,Coriandrum sativum,https://en.wikipedia.org/wiki/Coriander
Corn,Zea mays,https://en.wikipedia.org/wiki/Corn
Corn salad,Valerianella locusta,https://en.wikipedia.org/wiki/Corn_salad
Cress,Lepidium sativum,https://en.wikipedia.org/wiki/Garden_cress
Cucumber,Cucumis sativus,https://en.wikipedia.org/wiki/Cucumbers
Cumin,Cuminum cyminum,https://en.wikipedia.org/wiki/Cumin
Cumquat,Citrus japonica,https://en.wikipedia.org/wiki/Kumquat
Curry leaf,Murraya koenigii,https://en.wikipedia.org/wiki/Curry-leaf_Tree
Curry plant,Helichrysum italicum,https://en.wikipedia.org/wiki/Helichrysum_italicum
Daikon,Raphanus sativus Longipinnatus group,https://en.wikipedia.org/wiki/Daikon
Dandelion,Taraxacum officinale,https://en.wikipedia.org/wiki/Dandelion
Dates,Phoenix dactylifera,https://en.wikipedia.org/wiki/Date_%28fruit%29
Desert lime,Citrus glauca,https://en.wikipedia.org/wiki/Citrus_glauca
Dill,Anethum graveolens,https://en.wikipedia.org/wiki/Dill
Dog rose,Rosa canina,https://en.wikipedia.org/wiki/Rosa_canina
Durian,Durio,https://en.wikipedia.org/wiki/Durian
Eggplant,Solanum melongena,https://en.wikipedia.org/wiki/Eggplant
Elderberry,Sambucus nigra,https://en.wikipedia.org/wiki/Sambucus_nigra
Endive,Cichorium endivia,https://en.wikipedia.org/wiki/Endive
Epazote,Dysphania ambrosioides,https://en.wikipedia.org/wiki/Epazote
Fava bean,Vicia faba,https://en.wikipedia.org/wiki/Vicia_faba
Feijoa,Acca sellowiana,https://en.wikipedia.org/wiki/Acca_sellowiana
Fennel,Foeniculum vulgare,https://en.wikipedia.org/wiki/Fennel
Fenugreek,Trigonella foenum-graecum,https://en.wikipedia.org/wiki/Fenugreek
Fiddlehead,Pteridium aquilinum,https://en.wikipedia.org/wiki/Fiddlehead
Fig,Ficus carica,https://en.wikipedia.org/wiki/Common_fig
Flax,Linum usitatissimum,https://en.wikipedia.org/wiki/Flax
Garlic,Allium sativum,https://en.wikipedia.org/wiki/Garlic
Garlic chives,Allium tuberosum,https://en.wikipedia.org/wiki/Garlic_chives
Ginger,Zingiber officinale,https://en.wikipedia.org/wiki/Ginger
Gooseberry,Ribes uva-crispa,https://en.wikipedia.org/wiki/Gooseberry
Grapefruit,Citrus paradisi,https://en.wikipedia.org/wiki/Grapefruit
Grapes,Vitis spp.,https://en.wikipedia.org/wiki/Grape
Guava,Psidium spp.,https://en.wikipedia.org/wiki/Guava
Habanero,Capsicum chinense,https://en.wikipedia.org/wiki/Habanero
Hibiscus,Hibiscus,https://en.wikipedia.org/wiki/Hibiscus
Horseradish,Armoracia rusticana,https://en.wikipedia.org/wiki/Horseradish
Jasmine,Jasminum officinale,https://en.wikipedia.org/wiki/Jasmine
Jerusalem artichoke,Helianthus tuberosus,https://en.wikipedia.org/wiki/Jerusalem_artichoke
Jicama,Pachyrhizus erosus,https://en.wikipedia.org/wiki/Jicama
Juniper berry,Juniperus communis,https://en.wikipedia.org/wiki/Juniper_berry
Kaffir lime,Citrus x hystrix,https://en.wikipedia.org/wiki/Kaffir_lime
Kale,Brassica oleracea (acephala),https://en.wikipedia.org/wiki/Kale
Kava,Piper methysticum,https://en.wikipedia.org/wiki/Kava
Kohlrabi,Brassica oleracea (gongylodes),https://en.wikipedia.org/wiki/Kohlrabi
Lavender,Lavandula spp.,https://en.wikipedia.org/wiki/Lavender
Leek,Allium ampeloprasum var. porrum,https://en.wikipedia.org/wiki/Leeks
Lemon,Citrus limon,https://en.wikipedia.org/wiki/Lemon
Lemon balm,Melissa officinalis,https://en.wikipedia.org/wiki/Lemon_balm
Lemon myrtle,Backhousia citriodora,https://en.wikipedia.org/wiki/Backhousia_citriodora
Lemon verbena,Aloysia citrodora,https://en.wikipedia.org/wiki/Aloysia_citrodora
Lemongrass,Cymbopogon spp.,https://en.wikipedia.org/wiki/Lemongrass
Lentils,Lens culinaris,https://en.wikipedia.org/wiki/Lentil
Lettuce,Lactuca sativa,https://en.wikipedia.org/wiki/Lettuce
Licorice,Glycyrrhiza glabra,https://en.wikipedia.org/wiki/Licorice
Lillipilli,Syzygium luehmannii,https://en.wikipedia.org/wiki/Syzygium_luehmannii
Lima bean,Phaseolus lunatus,https://en.wikipedia.org/wiki/Phaseolus_lunatus
Lime,Citrus spp.,https://en.wikipedia.org/wiki/Lime_%28fruit%29
Lovage,Levisticum officinale,https://en.wikipedia.org/wiki/Lovage
Luffa,Luffa cylindrica,https://en.wikipedia.org/wiki/Luffa
Lupin bean,Lupinus luteus,https://en.wikipedia.org/wiki/Lupin_bean
Macadamia,Macadamia,https://en.wikipedia.org/wiki/Macadamia
Malabar spinach,Basella alba,https://en.wikipedia.org/wiki/Basella_alba
Mandarin,Citrus reticulata,https://en.wikipedia.org/wiki/Mandarin_orange
Mango,Mangifera spp.,https://en.wikipedia.org/wiki/Mango
Maracuja,Passiflora edulis,https://en.wikipedia.org/wiki/Maracuja
Marjoram,Origanum majorana,https://en.wikipedia.org/wiki/Marjoram
Marshmallow,Althaea officinalis,https://en.wikipedia.org/wiki/Althaea_officinalis
Medlars,Mespilus germanica,https://en.wikipedia.org/wiki/Mespilus_germanica
Melons,Cucumis melo,https://en.wikipedia.org/wiki/Melon
Miner's lettuce,Claytonia perfoliata,https://en.wikipedia.org/wiki/Claytonia_perfoliata
Mint,Mentha spicata,https://en.wikipedia.org/wiki/Mentha_spicata
Mung bean,Vigna radiata,https://en.wikipedia.org/wiki/Mung_bean
Mustard,Brassica juncea,https://en.wikipedia.org/wiki/Mustard_plant
Nasturtium,Tropaeloum spp.,https://en.wikipedia.org/wiki/Tropaeolum
New Zealand spinach,Tetragonia tetragonioides,https://en.wikipedia.org/wiki/Tetragonia
Nigella,Nigella sativa,https://en.wikipedia.org/wiki/Nigella_sativa
Oats,Avena sativa,https://en.wikipedia.org/wiki/Oats
Okra,Abelmoschus esculentus,https://en.wikipedia.org/wiki/Okra
Olive,Olea europaea,https://en.wikipedia.org/wiki/Olive
Onion,Allium cepa,https://en.wikipedia.org/wiki/Onions
Orange,Citrus sinensis,https://en.wikipedia.org/wiki/Orange_%28fruit%29
Oregano,Origanum vulgare,https://en.wikipedia.org/wiki/Oregano
Parsley,Petroselinum hortense,https://en.wikipedia.org/wiki/Parsley
Parsnip,Pastinaca sativa,https://en.wikipedia.org/wiki/Parsnip
Passion fruit,Passiflora edulis,https://en.wikipedia.org/wiki/Passionfruit
Pea,Pisum sativum,https://en.wikipedia.org/wiki/Pea
Peach,Prunus persica,https://en.wikipedia.org/wiki/Peach
Peach,Prunus persica,https://en.wikipedia.org/wiki/Peach
Peanut,Arachis hypogaea,https://en.wikipedia.org/wiki/Peanut
Pear,Pyrus spp.,https://en.wikipedia.org/wiki/Pear
Pearl millet,Pennisetum glaucum,https://en.wikipedia.org/wiki/Pearl_millet
Pecan,Carya illinoinensis,https://en.wikipedia.org/wiki/Pecan
Peppermint,Mentha x piperita,https://en.wikipedia.org/wiki/Peppermint
Persian lime,Citrus latifolia,https://en.wikipedia.org/wiki/Persian_lime
Persimmon,Diospyros spp.,https://en.wikipedia.org/wiki/Persimmon
Pigeon pea,Cajanus cajan,https://en.wikipedia.org/wiki/Pigeon_pea
Pigface,Carpobrotus glaucescens,https://en.wikipedia.org/wiki/Carpobrotus_glaucescens
Pineapple,Ananas comosus,https://en.wikipedia.org/wiki/Pineapple
Pistachio,Pistacia vera,https://en.wikipedia.org/wiki/Pistachio
Plantain,Musa spp.,https://en.wikipedia.org/wiki/Plantain
Plum,Prunus spp.,https://en.wikipedia.org/wiki/Plum
Pomegranate,Punica granatum,https://en.wikipedia.org/wiki/Pomegranate
Pomelo,Citrus maxima,https://en.wikipedia.org/wiki/Pomelo
Potato,Solanum tuberosum,https://en.wikipedia.org/wiki/Potatoes
Prickly pear,Opuntia,https://en.wikipedia.org/wiki/Opuntia
Pumpkin,Cucurbita spp.,https://en.wikipedia.org/wiki/Pumpkin
Purslane,Portulaca oleracea,https://en.wikipedia.org/wiki/Portulaca_oleracea
Quandong,Santalum acuminatum,https://en.wikipedia.org/wiki/Santalum_acuminatum
Quince,Cydonia oblonga,https://en.wikipedia.org/wiki/Quince
Quinoa,Chenopodium quinoa,https://en.wikipedia.org/wiki/Quinoa
Radicchio,Cichorium intybus,https://en.wikipedia.org/wiki/Radicchio
Radish,Raphanus sativus,https://en.wikipedia.org/wiki/Radish
Rapeseed,Brassica napus,https://en.wikipedia.org/wiki/Rapeseed
Raspberry,Rubus idaeus,https://en.wikipedia.org/wiki/Rubus_idaeus
Rhubarb,Rheum rhabarbarum,https://en.wikipedia.org/wiki/Rhubarb
Rice,Oryza sativa,https://en.wikipedia.org/wiki/Rice
Rice bean,Vigna umbellata,https://en.wikipedia.org/wiki/Ricebean
Rose,Rosa,https://en.wikipedia.org/wiki/Rose
Roselle,Hibiscus sabdariffa,https://en.wikipedia.org/wiki/Roselle_%28plant%29
Rosemary,Rosmarinus officinalis,https://en.wikipedia.org/wiki/Rosemary
Rue,Ruta graveolens,https://en.wikipedia.org/wiki/Common_Rue
Runner bean,Phaseolus coccineus,https://en.wikipedia.org/wiki/Runner_bean
Rutabaga,Brassica napus Napobrassica group,https://en.wikipedia.org/wiki/Rutabaga
Rye,Secale cereale,https://en.wikipedia.org/wiki/Rye
Safflower,Carthamus tinctorius,https://en.wikipedia.org/wiki/Safflower
Saffron,Crocus sativus,https://en.wikipedia.org/wiki/Saffron
Sage,Salvia officinalis,https://en.wikipedia.org/wiki/Salvia_officinalis
Salad burnet,Sanguisorba minor,https://en.wikipedia.org/wiki/Salad_burnet
Salsify,Tragopogon porrifolius,https://en.wikipedia.org/wiki/Salsify
Samphire,Crithmum maritimum,https://en.wikipedia.org/wiki/Rock_samphire
Sassafras,Sassafras albidum,https://en.wikipedia.org/wiki/Sassafras_albidum
Sesame,Sesamum indicum,https://en.wikipedia.org/wiki/Sesame
Shallot,Allium cepa var. aggregatum,https://en.wikipedia.org/wiki/Shallot
Sorghum,Sorghum spp.,https://en.wikipedia.org/wiki/Sorghum
Sorrel,Rumex acetosa,https://en.wikipedia.org/wiki/Sorrel
Soursop,Annona muricata,https://en.wikipedia.org/wiki/Soursop
Soybean,Glycine max,https://en.wikipedia.org/wiki/Soybean
Spearmint,Mentha spicata,https://en.wikipedia.org/wiki/Mentha_spicata
Spinach,Spinacia oleracea,https://en.wikipedia.org/wiki/Spinach
Star Anise,Illicium verum,https://en.wikipedia.org/wiki/Star_anise
Starfruit,Averrhoa carambola,https://en.wikipedia.org/wiki/Starfruit
Stevia,Stevia rebaudiana,https://en.wikipedia.org/wiki/Stevia
Strawberry,Fragaria ananassa,https://en.wikipedia.org/wiki/Strawberry
Summer savoury,Satureja hortensis,https://en.wikipedia.org/wiki/Summer_savory
Sunflowers,Helianthus annuus,https://en.wikipedia.org/wiki/Sunflower
Sweet potato,Ipomoea batatas,https://en.wikipedia.org/wiki/Sweet_potato
Swiss chard,Beta vulgaris var. cicla,https://en.wikipedia.org/wiki/Swiss_chard
Tamarillo,Solanum betaceum ,https://en.wikipedia.org/wiki/Tamarillo
Tamarind,Tamarindus indica,https://en.wikipedia.org/wiki/Tamarind
Tangerine,Citrus tangerina,https://en.wikipedia.org/wiki/Tangerine
Tansy,Tanacetum vulgare,https://en.wikipedia.org/wiki/Tansy
Taro,Colocasia esculenta,https://en.wikipedia.org/wiki/Taro
Tarragon,Artemisia dracunculus,https://en.wikipedia.org/wiki/Tarragon
Thyme,Thymus mongolicus,https://en.wikipedia.org/wiki/Thyme
Tomatillo,Physalis philadelphica,https://en.wikipedia.org/wiki/Tomatillo
Tomato,Solanum lycopersicum,https://en.wikipedia.org/wiki/Tomato
Turmeric,Curcuma longa,https://en.wikipedia.org/wiki/Turmeric
Turnip,Brassica rapa var. rapa,https://en.wikipedia.org/wiki/Turnip
Urad bean,Vigna mungo,https://en.wikipedia.org/wiki/Urad_(bean)
Valerian,Valeriana officinalis,https://en.wikipedia.org/wiki/Valerian_%28plant%29
Vanilla,Vanilla planifolia,https://en.wikipedia.org/wiki/Vanilla
Walnut,Juglans spp.,https://en.wikipedia.org/wiki/Walnut
Wasabi,Wasabia japonica,https://en.wikipedia.org/wiki/Wasabi
Watermelon,Citrullus lanatus,https://en.wikipedia.org/wiki/Watermelon
Wheat,Triticum spp.,https://en.wikipedia.org/wiki/Wheat
Winter savoury,Satureja montana,https://en.wikipedia.org/wiki/Winter_savory
Wormwood,Artemisia absinthium,https://en.wikipedia.org/wiki/Artemisia_absinthium
Yam,Dioscorea spp.,https://en.wikipedia.org/wiki/Yam_(vegetable)
Yardlong bean,Vigna unguiculata (sesquipedalis),https://en.wikipedia.org/wiki/Yardlong_bean
Yarrow,Achillea millefolium,https://en.wikipedia.org/wiki/Achillea_millefolium
Zucchini,Cucurbita pepo.,https://en.wikipedia.org/wiki/Zucchini
Coffee,Coffea,https://en.wikipedia.org/wiki/Coffee
Tea,Camellia sinensis,https://en.wikipedia.org/wiki/Tea
